ticket_id,subject,description,category,priority,status,channel,created_at,resolution_time_hours,customer_satisfaction,is_synthetic
SYN-00877,Account help,"Hello support, my account reset link expired. Please help me resolve this today.",Account Access,Critical,Open,Email,2024-11-18T01:00:00,10,1,True
SYN-02010,Help problem,"Hello support, my help please contact me. Please help me resolve this soon.",General Support,High,Resolved,Phone,2024-11-14T23:00:00,18,1,True
SYN-00755,Verification problem,"Hello support, my verification reset link expired. Please help me resolve this when possible.",Account Access,Low,Resolved,Phone,2024-08-01T04:00:00,96,1,True
SYN-00138,Device request,"Hello support, my device keeps failing. Please help me resolve this today.",Technical Issue,Low,Open,Phone,2024-10-28T12:00:00,7,4,True
SYN-01773,Tracking help,"Hello support, my tracking has not arrived. Please help me resolve this when possible.",Shipping Issue,High,Pending,Phone,2024-02-18T07:00:00,90,4,True
SYN-01283,Plan help,"Hello support, my plan is this supported. Please help me resolve this today.",Product Inquiry,High,Closed,Chat,2024-02-26T01:00:00,68,2,True
SYN-01949,Guidance problem,"Hello support, my guidance where can I find help. Please help me resolve this soon.",General Support,Low,Open,Email,2024-07-24T11:00:00,74,3,True
SYN-01637,Courier help,"Hello support, my courier went to wrong address. Please help me resolve this soon.",Shipping Issue,High,Resolved,Email,2024-03-11T00:00:00,113,4,True
SYN-02049,Help help,"Hello support, my help need some assistance. Please help me resolve this soon.",General Support,High,Open,Chat,2024-07-05T14:00:00,50,4,True
SYN-01165,Cancel help,"Hello support, my cancel cancel this order. Please help me resolve this when possible.",Refund Request,Medium,Closed,Chat,2024-02-07T14:00:00,2,5,True
SYN-00515,Charged problem,"Hello support, my charged need a receipt. Please help me resolve this soon.",Billing Inquiry,Low,Open,Web,2024-02-05T03:00:00,13,5,True
SYN-00653,Account question,"Hello support, my account code never arrived. Please help me resolve this soon.",Account Access,Medium,Open,Phone,2024-08-24T06:00:00,116,1,True
SYN-00741,Verification problem,"Hello support, my verification reset link expired. Please help me resolve this today.",Account Access,Low,Open,Web,2024-08-02T11:00:00,18,1,True
SYN-00093,Error problem,"Hello support, my error will not start. Please help me resolve this when possible.",Technical Issue,Critical,Open,Chat,2024-04-16T01:00:00,71,1,True
SYN-00976,Cancel help,"Hello support, my cancel return was approved. Please help me resolve this when possible.",Refund Request,Low,Resolved,Email,2024-10-18T06:00:00,41,5,True
SYN-01620,Courier problem,"Hello support, my courier tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Critical,Resolved,Email,2024-06-09T04:00:00,44,3,True
SYN-00567,Payment question,"Hello support, my payment was charged twice. Please help me resolve this today.",Billing Inquiry,Critical,Open,Email,2024-09-26T09:00:00,90,4,True
SYN-01497,Feature request,"Hello support, my feature is this supported. Please help me resolve this soon.",Product Inquiry,Critical,Open,Web,2024-03-03T19:00:00,81,1,True
SYN-00643,Locked request,"Hello support, my locked cannot sign in. Please help me resolve this when possible.",Account Access,Medium,Closed,Web,2024-04-27T00:00:00,11,4,True
SYN-00130,Error help,"Hello support, my error stopped working. Please help me resolve this soon.",Technical Issue,Critical,Open,Phone,2024-04-25T16:00:00,106,4,True
SYN-00791,Login help,"Hello support, my login code never arrived. Please help me resolve this soon.",Account Access,Critical,Open,Chat,2024-05-01T16:00:00,91,1,True
SYN-00749,Verification question,"Hello support, my verification account is locked. Please help me resolve this today.",Account Access,Medium,Pending,Chat,2024-05-01T23:00:00,53,3,True
SYN-01346,Compatible question,"Hello support, my compatible which plan includes it. Please help me resolve this soon.",Product Inquiry,Critical,Open,Chat,2024-04-13T18:00:00,38,5,True
SYN-00970,Return problem,"Hello support, my return return was approved. Please help me resolve this today.",Refund Request,Critical,Open,Phone,2024-10-23T21:00:00,67,5,True
SYN-01475,Feature question,"Hello support, my feature need more information. Please help me resolve this soon.",Product Inquiry,Low,Resolved,Chat,2024-10-02T12:00:00,120,5,True
SYN-01941,Guidance problem,"Hello support, my guidance please contact me. Please help me resolve this soon.",General Support,Low,Closed,Email,2024-03-19T06:00:00,92,3,True
SYN-01170,Return problem,"Hello support, my return refund is missing. Please help me resolve this soon.",Refund Request,High,Resolved,Chat,2024-05-24T05:00:00,52,5,True
SYN-01784,Tracking problem,"Hello support, my tracking has not arrived. Please help me resolve this when possible.",Shipping Issue,Low,Open,Web,2024-10-28T04:00:00,53,3,True
SYN-00818,Password help,"Hello support, my password account is locked. Please help me resolve this today.",Account Access,High,Closed,Web,2024-11-10T14:00:00,78,3,True
SYN-01360,Plan problem,"Hello support, my plan want to compare options. Please help me resolve this soon.",Product Inquiry,Critical,Closed,Web,2024-10-09T17:00:00,106,1,True
SYN-00588,Card help,"Hello support, my card was charged twice. Please help me resolve this today.",Billing Inquiry,Medium,Resolved,Chat,2024-05-09T06:00:00,71,2,True
SYN-01607,Delivery question,"Hello support, my delivery package was damaged. Please help me resolve this soon.",Shipping Issue,Critical,Open,Email,2024-06-10T16:00:00,5,1,True
SYN-01850,Contact question,"Hello support, my contact have a general question. Please help me resolve this today.",General Support,Medium,Pending,Phone,2024-02-17T21:00:00,46,4,True
SYN-01823,Question problem,"Hello support, my question have a general question. Please help me resolve this today.",General Support,High,Resolved,Chat,2024-06-03T22:00:00,30,2,True
SYN-01354,Upgrade help,"Hello support, my upgrade is this supported. Please help me resolve this when possible.",Product Inquiry,Low,Resolved,Email,2024-02-26T19:00:00,73,5,True
SYN-00822,Account request,"Hello support, my account code never arrived. Please help me resolve this today.",Account Access,Medium,Closed,Phone,2024-02-08T21:00:00,80,3,True
SYN-00358,Charged request,"Hello support, my charged payment was declined. Please help me resolve this soon.",Billing Inquiry,High,Pending,Email,2024-09-11T09:00:00,10,3,True
SYN-00790,Password request,"Hello support, my password cannot sign in. Please help me resolve this when possible.",Account Access,Critical,Closed,Email,2024-06-09T12:00:00,34,4,True
SYN-01587,Courier question,"Hello support, my courier went to wrong address. Please help me resolve this soon.",Shipping Issue,Critical,Closed,Chat,2024-10-29T00:00:00,18,1,True
SYN-00451,Card problem,"Hello support, my card amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,Low,Open,Phone,2024-08-06T22:00:00,93,5,True
SYN-00147,Crash request,"Hello support, my crash keeps failing. Please help me resolve this soon.",Technical Issue,High,Pending,Chat,2024-06-30T02:00:00,66,1,True
SYN-01352,Feature request,"Hello support, my feature which plan includes it. Please help me resolve this when possible.",Product Inquiry,Low,Closed,Web,2024-09-17T09:00:00,60,4,True
SYN-00028,Crash problem,"Hello support, my crash will not start. Please help me resolve this when possible.",Technical Issue,Medium,Closed,Email,2024-01-24T09:00:00,77,5,True
SYN-00305,Card help,"Hello support, my card was charged twice. Please help me resolve this soon.",Billing Inquiry,Low,Open,Email,2024-07-12T05:00:00,110,4,True
SYN-00664,Login problem,"Hello support, my login account is locked. Please help me resolve this soon.",Account Access,Low,Pending,Web,2024-09-25T21:00:00,93,5,True
SYN-02096,Guidance help,"Hello support, my guidance where can I find help. Please help me resolve this today.",General Support,Low,Pending,Email,2024-05-15T12:00:00,39,4,True
SYN-01338,Compatible problem,"Hello support, my compatible which plan includes it. Please help me resolve this soon.",Product Inquiry,Low,Pending,Phone,2024-09-03T07:00:00,84,3,True
SYN-02004,Guidance help,"Hello support, my guidance please contact me. Please help me resolve this today.",General Support,Low,Resolved,Chat,2024-09-20T15:00:00,80,4,True
SYN-01582,Tracking question,"Hello support, my tracking went to wrong address. Please help me resolve this today.",Shipping Issue,Medium,Closed,Email,2024-01-09T07:00:00,86,1,True
SYN-02056,Support help,"Hello support, my support have a general question. Please help me resolve this when possible.",General Support,High,Pending,Email,2024-01-02T22:00:00,82,2,True
SYN-02091,Support help,"Hello support, my support please contact me. Please help me resolve this when possible.",General Support,High,Closed,Phone,2024-10-21T18:00:00,60,4,True
SYN-01755,Courier help,"Hello support, my courier has not arrived. Please help me resolve this when possible.",Shipping Issue,Medium,Open,Chat,2024-07-10T04:00:00,62,5,True
SYN-00470,Billing question,"Hello support, my billing payment was declined. Please help me resolve this soon.",Billing Inquiry,Critical,Open,Chat,2024-10-05T22:00:00,112,4,True
SYN-00646,Verification help,"Hello support, my verification account is locked. Please help me resolve this today.",Account Access,High,Closed,Web,2024-02-19T13:00:00,68,3,True
SYN-01371,Product problem,"Hello support, my product want to compare options. Please help me resolve this when possible.",Product Inquiry,Medium,Pending,Phone,2024-07-13T08:00:00,117,1,True
SYN-00995,Purchase request,"Hello support, my purchase cancel this order. Please help me resolve this soon.",Refund Request,Low,Pending,Phone,2024-05-04T02:00:00,70,1,True
SYN-00013,Screen help,"Hello support, my screen shows an error. Please help me resolve this today.",Technical Issue,Critical,Open,Phone,2024-02-08T01:00:00,38,5,True
SYN-00484,Billing help,"Hello support, my billing payment was declined. Please help me resolve this today.",Billing Inquiry,Critical,Closed,Chat,2024-07-27T20:00:00,36,3,True
SYN-01696,Courier help,"Hello support, my courier tracking is frozen. Please help me resolve this today.",Shipping Issue,Critical,Open,Web,2024-01-14T20:00:00,29,1,True
SYN-00215,Screen help,"Hello support, my screen stopped working. Please help me resolve this today.",Technical Issue,Medium,Resolved,Phone,2024-08-11T21:00:00,33,2,True
SYN-00565,Billing request,"Hello support, my billing need a receipt. Please help me resolve this when possible.",Billing Inquiry,Medium,Pending,Phone,2024-01-08T18:00:00,43,5,True
SYN-01008,Money question,"Hello support, my money cancel this order. Please help me resolve this soon.",Refund Request,Critical,Pending,Phone,2024-09-29T13:00:00,60,1,True
SYN-01625,Shipment help,"Hello support, my shipment went to wrong address. Please help me resolve this when possible.",Shipping Issue,High,Closed,Phone,2024-03-24T20:00:00,51,2,True
SYN-01401,Feature question,"Hello support, my feature is this supported. Please help me resolve this soon.",Product Inquiry,Critical,Open,Web,2024-08-09T03:00:00,74,5,True
SYN-00813,Password help,"Hello support, my password reset link expired. Please help me resolve this today.",Account Access,High,Open,Email,2024-04-10T15:00:00,73,4,True
SYN-00557,Card request,"Hello support, my card amount is incorrect. Please help me resolve this soon.",Billing Inquiry,Medium,Pending,Email,2024-04-18T23:00:00,70,4,True
SYN-00114,Screen problem,"Hello support, my screen keeps failing. Please help me resolve this soon.",Technical Issue,Low,Closed,Phone,2024-09-26T21:00:00,51,3,True
SYN-01089,Money problem,"Hello support, my money return was approved. Please help me resolve this today.",Refund Request,Critical,Closed,Email,2024-07-13T14:00:00,52,3,True
SYN-00235,Update request,"Hello support, my update stopped working. Please help me resolve this soon.",Technical Issue,High,Pending,Phone,2024-10-08T00:00:00,30,2,True
SYN-02067,Contact help,"Hello support, my contact have a general question. Please help me resolve this today.",General Support,High,Resolved,Phone,2024-06-22T13:00:00,117,1,True
SYN-01752,Courier request,"Hello support, my courier went to wrong address. Please help me resolve this when possible.",Shipping Issue,Medium,Closed,Web,2024-10-29T13:00:00,58,2,True
SYN-00137,Crash help,"Hello support, my crash will not start. Please help me resolve this soon.",Technical Issue,Medium,Resolved,Phone,2024-05-08T09:00:00,54,3,True
SYN-00502,Billing help,"Hello support, my billing amount is incorrect. Please help me resolve this soon.",Billing Inquiry,Low,Open,Chat,2024-08-26T08:00:00,67,4,True
SYN-01636,Delivery help,"Hello support, my delivery has not arrived. Please help me resolve this soon.",Shipping Issue,Medium,Closed,Web,2024-05-19T10:00:00,92,1,True
SYN-01771,Courier question,"Hello support, my courier has not arrived. Please help me resolve this when possible.",Shipping Issue,Medium,Closed,Web,2024-03-30T07:00:00,81,2,True
SYN-00981,Refund request,"Hello support, my refund cancel this order. Please help me resolve this when possible.",Refund Request,Medium,Open,Chat,2024-02-22T02:00:00,106,4,True
SYN-01479,Feature help,"Hello support, my feature which plan includes it. Please help me resolve this when possible.",Product Inquiry,Medium,Resolved,Phone,2024-11-07T06:00:00,68,2,True
SYN-01619,Package question,"Hello support, my package went to wrong address. Please help me resolve this soon.",Shipping Issue,Critical,Closed,Web,2024-10-12T11:00:00,69,5,True
SYN-01302,Compatible request,"Hello support, my compatible want to compare options. Please help me resolve this when possible.",Product Inquiry,Critical,Pending,Email,2024-01-16T04:00:00,36,3,True
SYN-01707,Delivery help,"Hello support, my delivery tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Critical,Closed,Phone,2024-10-11T20:00:00,85,3,True
SYN-00497,Invoice question,"Hello support, my invoice was charged twice. Please help me resolve this today.",Billing Inquiry,High,Pending,Chat,2024-06-11T15:00:00,41,4,True
SYN-00798,Verification request,"Hello support, my verification account is locked. Please help me resolve this today.",Account Access,High,Closed,Web,2024-08-08T21:00:00,97,3,True
SYN-01921,Help request,"Hello support, my help need some assistance. Please help me resolve this when possible.",General Support,Critical,Pending,Web,2024-04-23T22:00:00,26,3,True
SYN-01344,Plan help,"Hello support, my plan which plan includes it. Please help me resolve this today.",Product Inquiry,Critical,Closed,Chat,2024-04-28T05:00:00,106,5,True
SYN-00762,Password problem,"Hello support, my password reset link expired. Please help me resolve this soon.",Account Access,High,Pending,Email,2024-04-03T02:00:00,18,4,True
SYN-00433,Charged request,"Hello support, my charged payment was declined. Please help me resolve this when possible.",Billing Inquiry,Medium,Resolved,Email,2024-08-22T08:00:00,45,3,True
SYN-00692,Account problem,"Hello support, my account reset link expired. Please help me resolve this when possible.",Account Access,Medium,Pending,Phone,2024-08-09T05:00:00,72,2,True
SYN-01266,Plan request,"Hello support, my plan want to compare options. Please help me resolve this today.",Product Inquiry,Low,Open,Email,2024-03-14T14:00:00,71,5,True
SYN-01682,Package help,"Hello support, my package tracking is frozen. Please help me resolve this soon.",Shipping Issue,High,Resolved,Web,2024-08-25T04:00:00,61,4,True
SYN-01883,Support request,"Hello support, my support have a general question. Please help me resolve this soon.",General Support,High,Resolved,Web,2024-09-26T10:00:00,74,1,True
SYN-00773,Locked problem,"Hello support, my locked account is locked. Please help me resolve this today.",Account Access,Medium,Closed,Chat,2024-06-03T17:00:00,89,1,True
SYN-00118,Error help,"Hello support, my error stopped working. Please help me resolve this when possible.",Technical Issue,Medium,Closed,Email,2024-06-03T20:00:00,48,4,True
SYN-00830,Account help,"Hello support, my account code never arrived. Please help me resolve this today.",Account Access,Critical,Open,Chat,2024-09-20T15:00:00,22,5,True
SYN-00725,Account help,"Hello support, my account account is locked. Please help me resolve this when possible.",Account Access,High,Pending,Phone,2024-02-17T10:00:00,105,1,True
SYN-01504,Package question,"Hello support, my package has not arrived. Please help me resolve this today.",Shipping Issue,Low,Closed,Web,2024-05-27T08:00:00,104,5,True
SYN-00366,Card question,"Hello support, my card need a receipt. Please help me resolve this today.",Billing Inquiry,Critical,Open,Phone,2024-02-22T10:00:00,7,5,True
SYN-00378,Payment help,"Hello support, my payment was charged twice. Please help me resolve this soon.",Billing Inquiry,High,Open,Phone,2024-01-17T19:00:00,96,3,True
SYN-02069,Question request,"Hello support, my question please contact me. Please help me resolve this today.",General Support,Medium,Open,Phone,2024-07-02T04:00:00,17,1,True
SYN-01984,Guidance request,"Hello support, my guidance have a general question. Please help me resolve this soon.",General Support,Medium,Resolved,Chat,2024-04-20T22:00:00,93,3,True
SYN-01404,Compatible request,"Hello support, my compatible is this supported. Please help me resolve this soon.",Product Inquiry,Medium,Open,Email,2024-09-20T20:00:00,19,5,True
SYN-01362,Compatible request,"Hello support, my compatible is this supported. Please help me resolve this soon.",Product Inquiry,Low,Resolved,Email,2024-09-28T13:00:00,62,4,True
SYN-01671,Courier request,"Hello support, my courier tracking is frozen. Please help me resolve this today.",Shipping Issue,Critical,Pending,Email,2024-10-15T06:00:00,101,5,True
SYN-01470,Feature request,"Hello support, my feature is this supported. Please help me resolve this today.",Product Inquiry,High,Open,Phone,2024-03-29T22:00:00,52,4,True
SYN-01842,Contact problem,"Hello support, my contact where can I find help. Please help me resolve this when possible.",General Support,Critical,Open,Phone,2024-11-24T12:00:00,104,2,True
SYN-01160,Cancel question,"Hello support, my cancel cancel this order. Please help me resolve this soon.",Refund Request,High,Closed,Email,2024-06-05T14:00:00,2,3,True
SYN-01517,Shipment request,"Hello support, my shipment has not arrived. Please help me resolve this soon.",Shipping Issue,Critical,Closed,Web,2024-09-14T22:00:00,6,2,True
SYN-01758,Shipment request,"Hello support, my shipment tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Low,Pending,Web,2024-02-17T16:00:00,103,1,True
SYN-01373,Upgrade request,"Hello support, my upgrade is this supported. Please help me resolve this when possible.",Product Inquiry,Medium,Pending,Web,2024-03-24T12:00:00,33,2,True
SYN-01885,Help question,"Hello support, my help please contact me. Please help me resolve this when possible.",General Support,Critical,Open,Chat,2024-03-30T02:00:00,111,4,True
SYN-02000,Question help,"Hello support, my question need some assistance. Please help me resolve this today.",General Support,Low,Resolved,Phone,2024-06-05T00:00:00,107,3,True
SYN-01997,Guidance request,"Hello support, my guidance need some assistance. Please help me resolve this soon.",General Support,Critical,Open,Phone,2024-10-06T03:00:00,38,1,True
SYN-00520,Charged question,"Hello support, my charged amount is incorrect. Please help me resolve this soon.",Billing Inquiry,High,Pending,Phone,2024-05-30T19:00:00,40,1,True
SYN-00599,Card request,"Hello support, my card was charged twice. Please help me resolve this today.",Billing Inquiry,Low,Open,Web,2024-08-29T20:00:00,38,1,True
SYN-01245,Feature help,"Hello support, my feature want to compare options. Please help me resolve this soon.",Product Inquiry,Medium,Pending,Email,2024-04-07T08:00:00,42,2,True
SYN-01545,Courier help,"Hello support, my courier went to wrong address. Please help me resolve this today.",Shipping Issue,Critical,Closed,Email,2024-02-18T06:00:00,31,3,True
SYN-00218,Error problem,"Hello support, my error shows an error. Please help me resolve this today.",Technical Issue,Medium,Open,Chat,2024-04-19T15:00:00,37,4,True
SYN-01300,Upgrade problem,"Hello support, my upgrade which plan includes it. Please help me resolve this soon.",Product Inquiry,High,Pending,Phone,2024-10-18T00:00:00,25,5,True
SYN-00035,Update question,"Hello support, my update shows an error. Please help me resolve this today.",Technical Issue,High,Pending,Web,2024-01-16T01:00:00,1,5,True
SYN-01042,Return question,"Hello support, my return cancel this order. Please help me resolve this today.",Refund Request,Medium,Pending,Email,2024-11-12T12:00:00,18,1,True
SYN-01459,Upgrade help,"Hello support, my upgrade want to compare options. Please help me resolve this when possible.",Product Inquiry,High,Resolved,Phone,2024-08-02T02:00:00,74,4,True
SYN-00331,Card request,"Hello support, my card need a receipt. Please help me resolve this when possible.",Billing Inquiry,Medium,Pending,Email,2024-09-20T17:00:00,100,4,True
SYN-00291,Update help,"Hello support, my update will not start. Please help me resolve this soon.",Technical Issue,Medium,Pending,Phone,2024-07-08T09:00:00,22,4,True
SYN-00313,Card problem,"Hello support, my card need a receipt. Please help me resolve this today.",Billing Inquiry,Medium,Open,Web,2024-10-20T12:00:00,28,3,True
SYN-01415,Product request,"Hello support, my product is this supported. Please help me resolve this when possible.",Product Inquiry,Medium,Resolved,Email,2024-02-29T14:00:00,120,2,True
SYN-00444,Charged question,"Hello support, my charged payment was declined. Please help me resolve this today.",Billing Inquiry,Critical,Open,Email,2024-04-23T00:00:00,47,3,True
SYN-00430,Invoice help,"Hello support, my invoice need a receipt. Please help me resolve this when possible.",Billing Inquiry,Medium,Pending,Chat,2024-10-13T07:00:00,75,1,True
SYN-00298,Device help,"Hello support, my device shows an error. Please help me resolve this today.",Technical Issue,Medium,Pending,Chat,2024-10-20T21:00:00,91,1,True
SYN-00269,Crash request,"Hello support, my crash will not start. Please help me resolve this when possible.",Technical Issue,Critical,Pending,Chat,2024-07-14T05:00:00,67,3,True
SYN-00538,Card question,"Hello support, my card was charged twice. Please help me resolve this when possible.",Billing Inquiry,Critical,Resolved,Chat,2024-07-04T13:00:00,45,1,True
SYN-01544,Shipment problem,"Hello support, my shipment tracking is frozen. Please help me resolve this soon.",Shipping Issue,Low,Open,Phone,2024-06-15T08:00:00,86,4,True
SYN-01958,Guidance help,"Hello support, my guidance where can I find help. Please help me resolve this when possible.",General Support,High,Open,Phone,2024-04-16T08:00:00,120,3,True
SYN-00665,Password problem,"Hello support, my password reset link expired. Please help me resolve this when possible.",Account Access,Medium,Closed,Email,2024-11-11T16:00:00,10,4,True
SYN-00411,Invoice help,"Hello support, my invoice amount is incorrect. Please help me resolve this today.",Billing Inquiry,Low,Open,Email,2024-11-05T13:00:00,15,3,True
SYN-00980,Refund help,"Hello support, my refund cancel this order. Please help me resolve this when possible.",Refund Request,Medium,Closed,Phone,2024-10-16T08:00:00,91,4,True
SYN-00825,Password question,"Hello support, my password account is locked. Please help me resolve this when possible.",Account Access,Critical,Closed,Email,2024-02-23T14:00:00,94,2,True
SYN-01597,Package help,"Hello support, my package has not arrived. Please help me resolve this soon.",Shipping Issue,Low,Closed,Phone,2024-03-28T07:00:00,90,4,True
SYN-00529,Billing request,"Hello support, my billing amount is incorrect. Please help me resolve this today.",Billing Inquiry,High,Closed,Email,2024-07-04T09:00:00,61,1,True
SYN-01971,Support question,"Hello support, my support where can I find help. Please help me resolve this when possible.",General Support,Low,Closed,Email,2024-02-15T20:00:00,98,1,True
SYN-02085,Help question,"Hello support, my help need some assistance. Please help me resolve this today.",General Support,Critical,Pending,Phone,2024-04-10T20:00:00,19,5,True
SYN-00537,Charged help,"Hello support, my charged payment was declined. Please help me resolve this when possible.",Billing Inquiry,Critical,Resolved,Web,2024-11-02T17:00:00,6,2,True
SYN-01561,Delivery problem,"Hello support, my delivery tracking is frozen. Please help me resolve this today.",Shipping Issue,Medium,Open,Chat,2024-06-18T12:00:00,9,2,True
SYN-01449,Upgrade question,"Hello support, my upgrade which plan includes it. Please help me resolve this today.",Product Inquiry,Critical,Open,Phone,2024-09-09T19:00:00,52,3,True
SYN-00891,Password request,"Hello support, my password account is locked. Please help me resolve this today.",Account Access,High,Pending,Chat,2024-01-15T23:00:00,4,3,True
SYN-01291,Feature help,"Hello support, my feature is this supported. Please help me resolve this soon.",Product Inquiry,Critical,Resolved,Phone,2024-07-10T04:00:00,51,5,True
SYN-01725,Delivery problem,"Hello support, my delivery tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Low,Closed,Chat,2024-03-26T07:00:00,96,2,True
SYN-01626,Package help,"Hello support, my package has not arrived. Please help me resolve this when possible.",Shipping Issue,Critical,Open,Email,2024-03-27T04:00:00,16,2,True
SYN-01365,Upgrade question,"Hello support, my upgrade which plan includes it. Please help me resolve this when possible.",Product Inquiry,Medium,Resolved,Web,2024-08-31T15:00:00,38,4,True
SYN-01010,Return question,"Hello support, my return want my money back. Please help me resolve this when possible.",Refund Request,Critical,Open,Web,2024-01-29T20:00:00,96,5,True
SYN-01760,Delivery problem,"Hello support, my delivery has not arrived. Please help me resolve this when possible.",Shipping Issue,Low,Open,Phone,2024-09-23T06:00:00,4,2,True
SYN-00184,Device problem,"Hello support, my device stopped working. Please help me resolve this soon.",Technical Issue,High,Closed,Chat,2024-11-07T19:00:00,72,5,True
SYN-01447,Plan help,"Hello support, my plan need more information. Please help me resolve this today.",Product Inquiry,Critical,Resolved,Phone,2024-04-09T18:00:00,118,3,True
SYN-00375,Card problem,"Hello support, my card need a receipt. Please help me resolve this when possible.",Billing Inquiry,Critical,Open,Web,2024-11-09T01:00:00,112,2,True
SYN-01295,Plan problem,"Hello support, my plan is this supported. Please help me resolve this today.",Product Inquiry,Critical,Resolved,Chat,2024-11-14T12:00:00,96,1,True
SYN-01148,Refund problem,"Hello support, my refund refund is missing. Please help me resolve this soon.",Refund Request,Critical,Resolved,Phone,2024-03-04T20:00:00,35,1,True
SYN-01389,Plan question,"Hello support, my plan want to compare options. Please help me resolve this when possible.",Product Inquiry,Medium,Pending,Web,2024-09-26T23:00:00,49,3,True
SYN-01144,Refund request,"Hello support, my refund return was approved. Please help me resolve this soon.",Refund Request,Critical,Pending,Web,2024-01-05T11:00:00,86,1,True
SYN-01829,Contact problem,"Hello support, my contact have a general question. Please help me resolve this soon.",General Support,Critical,Open,Chat,2024-08-20T19:00:00,33,4,True
SYN-00456,Charged request,"Hello support, my charged payment was declined. Please help me resolve this when possible.",Billing Inquiry,Low,Closed,Email,2024-03-07T07:00:00,15,3,True
SYN-01134,Refund help,"Hello support, my refund refund is missing. Please help me resolve this today.",Refund Request,Low,Resolved,Email,2024-04-07T01:00:00,17,1,True
SYN-01687,Tracking problem,"Hello support, my tracking went to wrong address. Please help me resolve this soon.",Shipping Issue,Critical,Pending,Web,2024-01-23T13:00:00,7,4,True
SYN-01732,Delivery request,"Hello support, my delivery package was damaged. Please help me resolve this soon.",Shipping Issue,Medium,Resolved,Web,2024-04-28T17:00:00,39,4,True
SYN-01988,Guidance problem,"Hello support, my guidance have a general question. Please help me resolve this today.",General Support,High,Pending,Email,2024-06-02T17:00:00,91,2,True
SYN-01935,Guidance problem,"Hello support, my guidance please contact me. Please help me resolve this today.",General Support,Critical,Resolved,Phone,2024-11-12T16:00:00,85,5,True
SYN-00205,Crash help,"Hello support, my crash will not start. Please help me resolve this when possible.",Technical Issue,Critical,Pending,Chat,2024-08-31T13:00:00,43,3,True
SYN-00812,Password help,"Hello support, my password reset link expired. Please help me resolve this soon.",Account Access,Critical,Open,Web,2024-09-09T04:00:00,90,5,True
SYN-00320,Invoice request,"Hello support, my invoice was charged twice. Please help me resolve this when possible.",Billing Inquiry,High,Closed,Email,2024-11-28T13:00:00,104,3,True
SYN-00256,Crash request,"Hello support, my crash keeps failing. Please help me resolve this today.",Technical Issue,High,Resolved,Phone,2024-06-27T23:00:00,20,4,True
SYN-01007,Money question,"Hello support, my money cancel this order. Please help me resolve this when possible.",Refund Request,Medium,Closed,Web,2024-01-19T01:00:00,118,2,True
SYN-00029,Error help,"Hello support, my error keeps failing. Please help me resolve this when possible.",Technical Issue,High,Resolved,Chat,2024-07-30T09:00:00,11,3,True
SYN-00203,Device help,"Hello support, my device shows an error. Please help me resolve this when possible.",Technical Issue,High,Open,Chat,2024-01-26T02:00:00,50,1,True
SYN-00080,Screen help,"Hello support, my screen keeps failing. Please help me resolve this when possible.",Technical Issue,Medium,Closed,Web,2024-03-25T17:00:00,16,4,True
SYN-00781,Password request,"Hello support, my password account is locked. Please help me resolve this soon.",Account Access,Medium,Closed,Chat,2024-09-05T01:00:00,87,1,True
SYN-00410,Charged request,"Hello support, my charged amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,Critical,Resolved,Chat,2024-07-06T02:00:00,64,1,True
SYN-01749,Package help,"Hello support, my package went to wrong address. Please help me resolve this today.",Shipping Issue,Low,Pending,Web,2024-10-11T22:00:00,88,4,True
SYN-01700,Tracking help,"Hello support, my tracking went to wrong address. Please help me resolve this today.",Shipping Issue,Critical,Pending,Chat,2024-08-17T07:00:00,33,3,True
SYN-00325,Payment request,"Hello support, my payment amount is incorrect. Please help me resolve this soon.",Billing Inquiry,Medium,Resolved,Email,2024-06-19T12:00:00,110,5,True
SYN-01653,Package help,"Hello support, my package package was damaged. Please help me resolve this today.",Shipping Issue,Critical,Pending,Email,2024-09-13T13:00:00,33,2,True
SYN-01036,Return question,"Hello support, my return return was approved. Please help me resolve this when possible.",Refund Request,High,Resolved,Web,2024-05-22T17:00:00,71,1,True
SYN-01566,Shipment question,"Hello support, my shipment package was damaged. Please help me resolve this soon.",Shipping Issue,Low,Closed,Email,2024-01-07T13:00:00,66,1,True
SYN-00248,Screen help,"Hello support, my screen shows an error. Please help me resolve this soon.",Technical Issue,Low,Closed,Phone,2024-06-24T00:00:00,113,2,True
SYN-01614,Courier request,"Hello support, my courier has not arrived. Please help me resolve this when possible.",Shipping Issue,Critical,Resolved,Chat,2024-07-12T05:00:00,22,3,True
SYN-01020,Return help,"Hello support, my return return was approved. Please help me resolve this today.",Refund Request,High,Pending,Email,2024-04-30T17:00:00,96,2,True
SYN-01244,Product question,"Hello support, my product is this supported. Please help me resolve this today.",Product Inquiry,Medium,Resolved,Web,2024-06-22T15:00:00,93,3,True
SYN-00797,Verification help,"Hello support, my verification account is locked. Please help me resolve this today.",Account Access,Low,Pending,Chat,2024-03-01T18:00:00,31,4,True
